lead_id,age,gender,current_city,current_education,parent_occupation,lead_gen_source,demo_watched_date,language,watched_percentage,jnr_sm_id_x,lead_stage,call_done_date,call_status,call_reason,reasons_for_not_interested_in_demo,reasons_for_not_interested_to_consider,reasons_for_not_interested_to_convert,snr_sm_id,jnr_sm_id_y,assigned_date,cycle
USR1051,25,FEMALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-18,English,60.0,JNR1003MG,lead,2022-01-17,successful,demo_schedule,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1051,25,FEMALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-18,English,60.0,JNR1003MG,lead,2022-01-20,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1051,25,FEMALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-18,English,60.0,JNR1003MG,lead,2022-01-20,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1051,25,FEMALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-18,English,60.0,JNR1003MG,lead,2022-01-20,unsuccessful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1051,25,FEMALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-18,English,60.0,JNR1003MG,lead,2022-01-20,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1051,25,FEMALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-18,English,60.0,JNR1003MG,awareness,2022-01-20,successful,post_demo_followup,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1051,25,FEMALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-18,English,60.0,JNR1003MG,consideration,2022-01-21,successful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1051,25,FEMALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-18,English,60.0,JNR1003MG,consideration,2022-01-22,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1051,25,FEMALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-18,English,60.0,JNR1003MG,consideration,2022-01-22,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1051,25,FEMALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-18,English,60.0,JNR1003MG,conversion,2022-01-22,successful,successful_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1052,18,MALE,Visakhapatnam,B.Tech,Business,email_marketing,2022-01-17,English,65.0,JNR1003MG,lead,2022-01-15,successful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1052,18,MALE,Visakhapatnam,B.Tech,Business,email_marketing,2022-01-17,English,65.0,JNR1003MG,lead,2022-01-16,successful,demo_schedule,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1052,18,MALE,Visakhapatnam,B.Tech,Business,email_marketing,2022-01-17,English,65.0,JNR1003MG,lead,2022-01-17,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1052,18,MALE,Visakhapatnam,B.Tech,Business,email_marketing,2022-01-17,English,65.0,JNR1003MG,lead,2022-01-17,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1052,18,MALE,Visakhapatnam,B.Tech,Business,email_marketing,2022-01-17,English,65.0,JNR1003MG,awareness,2022-01-17,successful,post_demo_followup,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1052,18,MALE,Visakhapatnam,B.Tech,Business,email_marketing,2022-01-17,English,65.0,JNR1003MG,consideration,2022-01-18,successful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1052,18,MALE,Visakhapatnam,B.Tech,Business,email_marketing,2022-01-17,English,65.0,JNR1003MG,consideration,2022-01-19,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1052,18,MALE,Visakhapatnam,B.Tech,Business,email_marketing,2022-01-17,English,65.0,JNR1003MG,consideration,2022-01-19,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1052,18,MALE,Visakhapatnam,B.Tech,Business,email_marketing,2022-01-17,English,65.0,JNR1003MG,conversion,2022-01-19,successful,successful_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1053,24,MALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-19,English,65.0,JNR1003MG,lead,2022-01-17,unsuccessful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1053,24,MALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-19,English,65.0,JNR1003MG,lead,2022-01-18,successful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1053,24,MALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-19,English,65.0,JNR1003MG,lead,2022-01-20,unsuccessful,demo_schedule,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1053,24,MALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-19,English,65.0,JNR1003MG,lead,2022-01-18,successful,demo_schedule,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1053,24,MALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-19,English,65.0,JNR1003MG,lead,2022-01-19,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1053,24,MALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-19,English,65.0,JNR1003MG,lead,2022-01-19,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1053,24,MALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-19,English,65.0,JNR1003MG,awareness,2022-01-19,successful,post_demo_followup,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1053,24,MALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-19,English,65.0,JNR1003MG,consideration,2022-01-20,successful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1053,24,MALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-19,English,65.0,JNR1003MG,consideration,2022-01-21,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1053,24,MALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-19,English,65.0,JNR1003MG,consideration,2022-01-21,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1053,24,MALE,Visakhapatnam,Looking for Job,Business,SEO,2022-01-19,English,65.0,JNR1003MG,conversion,2022-01-21,successful,successful_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1054,18,MALE,Visakhapatnam,B.Tech,Business,email_marketing,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-01-17,successful,lead_introduction,Wants offline classes,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1054,18,MALE,Visakhapatnam,B.Tech,Business,email_marketing,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-01-18,successful,demo_schedule,Wants offline classes,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1054,18,MALE,Visakhapatnam,B.Tech,Business,email_marketing,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-01-19,successful,demo_not_attended,Wants offline classes,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1055,24,FEMALE,Visakhapatnam,Looking for Job,Lawyer,social_media,2022-01-18,English,70.0,JNR1003MG,lead,2022-01-15,unsuccessful,lead_introduction,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1055,24,FEMALE,Visakhapatnam,Looking for Job,Lawyer,social_media,2022-01-18,English,70.0,JNR1003MG,lead,2022-01-16,successful,lead_introduction,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1055,24,FEMALE,Visakhapatnam,Looking for Job,Lawyer,social_media,2022-01-18,English,70.0,JNR1003MG,lead,2022-01-18,successful,demo_schedule,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1055,24,FEMALE,Visakhapatnam,Looking for Job,Lawyer,social_media,2022-01-18,English,70.0,JNR1003MG,lead,2022-01-18,successful,demo_not_attended,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1055,24,FEMALE,Visakhapatnam,Looking for Job,Lawyer,social_media,2022-01-18,English,70.0,JNR1003MG,lead,2022-01-18,successful,demo_not_attended,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1055,24,FEMALE,Visakhapatnam,Looking for Job,Lawyer,social_media,2022-01-18,English,70.0,JNR1003MG,lead,2022-01-18,successful,demo_not_attended,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1055,24,FEMALE,Visakhapatnam,Looking for Job,Lawyer,social_media,2022-01-18,English,70.0,JNR1003MG,awareness,2022-01-18,successful,post_demo_followup,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1003MG,2022-01-15,3
USR1056,21,MALE,Mumbai,Degree,Government Employee,user_referrals,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-02-21,successful,lead_introduction,Can't afford,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1056,21,MALE,Mumbai,Degree,Government Employee,user_referrals,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-02-21,successful,demo_schedule,Can't afford,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1056,21,MALE,Mumbai,Degree,Government Employee,user_referrals,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-02-22,successful,demo_not_attended,Can't afford,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1056,21,MALE,Mumbai,Degree,Government Employee,user_referrals,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-02-22,successful,demo_not_attended,Can't afford,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1056,21,MALE,Mumbai,Degree,Government Employee,user_referrals,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-02-22,unsuccessful,demo_not_attended,Can't afford,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1056,21,MALE,Mumbai,Degree,Government Employee,user_referrals,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-02-22,successful,demo_not_attended,Can't afford,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1057,22,MALE,Chennai,Looking for Job,Government Employee,website,2022-02-23,English,74.0,JNR1003MG,lead,2022-02-22,successful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1057,22,MALE,Chennai,Looking for Job,Government Employee,website,2022-02-23,English,74.0,JNR1003MG,lead,2022-02-22,successful,demo_schedule,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1057,22,MALE,Chennai,Looking for Job,Government Employee,website,2022-02-23,English,74.0,JNR1003MG,lead,2022-02-23,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1057,22,MALE,Chennai,Looking for Job,Government Employee,website,2022-02-23,English,74.0,JNR1003MG,lead,2022-02-23,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1057,22,MALE,Chennai,Looking for Job,Government Employee,website,2022-02-23,English,74.0,JNR1003MG,lead,2022-02-23,unsuccessful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1057,22,MALE,Chennai,Looking for Job,Government Employee,website,2022-02-23,English,74.0,JNR1003MG,lead,2022-02-23,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1057,22,MALE,Chennai,Looking for Job,Government Employee,website,2022-02-23,English,74.0,JNR1003MG,awareness,2022-02-23,successful,post_demo_followup,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1057,22,MALE,Chennai,Looking for Job,Government Employee,website,2022-02-23,English,74.0,JNR1003MG,consideration,2022-02-24,unsuccessful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1057,22,MALE,Chennai,Looking for Job,Government Employee,website,2022-02-23,English,74.0,JNR1003MG,consideration,2022-02-25,unsuccessful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1057,22,MALE,Chennai,Looking for Job,Government Employee,website,2022-02-23,English,74.0,JNR1003MG,consideration,2022-02-24,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1057,22,MALE,Chennai,Looking for Job,Government Employee,website,2022-02-23,English,74.0,JNR1003MG,conversion,2022-02-25,successful,successful_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1058,25,MALE,Chennai,B.Tech,Government Employee,SEO,2022-02-20,English,75.0,JNR1003MG,lead,2022-02-19,unsuccessful,lead_introduction,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1058,25,MALE,Chennai,B.Tech,Government Employee,SEO,2022-02-20,English,75.0,JNR1003MG,lead,2022-02-19,successful,lead_introduction,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1058,25,MALE,Chennai,B.Tech,Government Employee,SEO,2022-02-20,English,75.0,JNR1003MG,lead,2022-02-19,successful,demo_schedule,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1058,25,MALE,Chennai,B.Tech,Government Employee,SEO,2022-02-20,English,75.0,JNR1003MG,lead,2022-02-22,successful,demo_not_attended,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1058,25,MALE,Chennai,B.Tech,Government Employee,SEO,2022-02-20,English,75.0,JNR1003MG,lead,2022-02-22,successful,demo_not_attended,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1058,25,MALE,Chennai,B.Tech,Government Employee,SEO,2022-02-20,English,75.0,JNR1003MG,lead,2022-02-22,successful,demo_not_attended,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1058,25,MALE,Chennai,B.Tech,Government Employee,SEO,2022-02-20,English,75.0,JNR1003MG,awareness,2022-02-22,successful,post_demo_followup,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1059,18,FEMALE,Mumbai,B.Tech,Government Employee,email_marketing,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-02-19,successful,lead_introduction,Student not interested in domain,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1059,18,FEMALE,Mumbai,B.Tech,Government Employee,email_marketing,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-02-21,successful,demo_schedule,Student not interested in domain,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1059,18,FEMALE,Mumbai,B.Tech,Government Employee,email_marketing,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-02-22,successful,demo_not_attended,Student not interested in domain,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1059,18,FEMALE,Mumbai,B.Tech,Government Employee,email_marketing,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-02-22,successful,demo_not_attended,Student not interested in domain,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1060,16,MALE,Mumbai,Intermediate,Government Employee,social_media,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-02-19,unsuccessful,lead_introduction,No time for student,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1060,16,MALE,Mumbai,Intermediate,Government Employee,social_media,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-02-20,successful,lead_introduction,No time for student,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1060,16,MALE,Mumbai,Intermediate,Government Employee,social_media,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-02-21,successful,demo_schedule,No time for student,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1060,16,MALE,Mumbai,Intermediate,Government Employee,social_media,2022-01-17,Not Provided,57.0,JNR1003MG,lead,2022-02-22,successful,demo_not_attended,No time for student,Not Provided,Not Provided,SNR501MG,JNR1003MG,2022-02-19,4
USR1061,20,FEMALE,Bengaluru,B.Tech,Government Employee,email_marketing,2022-01-17,Not Provided,57.0,JNR1004MG,lead,2022-01-03,successful,lead_introduction,Wants offline classes,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1061,20,FEMALE,Bengaluru,B.Tech,Government Employee,email_marketing,2022-01-17,Not Provided,57.0,JNR1004MG,lead,2022-01-04,successful,demo_schedule,Wants offline classes,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1062,20,FEMALE,Kochi,B.Tech,Business,email_marketing,2022-01-07,English,75.0,JNR1004MG,lead,2022-01-04,successful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1062,20,FEMALE,Kochi,B.Tech,Business,email_marketing,2022-01-07,English,75.0,JNR1004MG,lead,2022-01-06,successful,demo_schedule,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1062,20,FEMALE,Kochi,B.Tech,Business,email_marketing,2022-01-07,English,75.0,JNR1004MG,lead,2022-01-07,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1062,20,FEMALE,Kochi,B.Tech,Business,email_marketing,2022-01-07,English,75.0,JNR1004MG,lead,2022-01-07,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1062,20,FEMALE,Kochi,B.Tech,Business,email_marketing,2022-01-07,English,75.0,JNR1004MG,lead,2022-01-07,unsuccessful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1062,20,FEMALE,Kochi,B.Tech,Business,email_marketing,2022-01-07,English,75.0,JNR1004MG,lead,2022-01-07,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1062,20,FEMALE,Kochi,B.Tech,Business,email_marketing,2022-01-07,English,75.0,JNR1004MG,awareness,2022-01-07,successful,post_demo_followup,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1062,20,FEMALE,Kochi,B.Tech,Business,email_marketing,2022-01-07,English,75.0,JNR1004MG,consideration,2022-01-08,successful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1062,20,FEMALE,Kochi,B.Tech,Business,email_marketing,2022-01-07,English,75.0,JNR1004MG,consideration,2022-01-09,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1062,20,FEMALE,Kochi,B.Tech,Business,email_marketing,2022-01-07,English,75.0,JNR1004MG,consideration,2022-01-09,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1062,20,FEMALE,Kochi,B.Tech,Business,email_marketing,2022-01-07,English,75.0,JNR1004MG,conversion,2022-01-09,successful,successful_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,2022-01-01,English,68.0,JNR1004MG,lead,2022-01-01,unsuccessful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,2022-01-01,English,68.0,JNR1004MG,lead,2022-01-01,successful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,2022-01-01,English,68.0,JNR1004MG,lead,2022-01-01,successful,demo_schedule,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,2022-01-01,English,68.0,JNR1004MG,lead,2022-01-01,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,2022-01-01,English,68.0,JNR1004MG,lead,2022-01-01,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,2022-01-01,English,68.0,JNR1004MG,lead,2022-01-01,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,2022-01-01,English,68.0,JNR1004MG,awareness,2022-01-01,successful,post_demo_followup,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,2022-01-01,English,68.0,JNR1004MG,consideration,2022-01-02,successful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,2022-01-01,English,68.0,JNR1004MG,consideration,2022-01-03,unsuccessful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,2022-01-01,English,68.0,JNR1004MG,consideration,2022-01-03,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,2022-01-01,English,68.0,JNR1004MG,conversion,2022-01-03,successful,successful_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1064,22,FEMALE,Hyderabad,Looking for Job,Business,social_media,2022-01-17,Not Provided,57.0,JNR1004MG,lead,2022-01-02,successful,lead_introduction,Can't afford,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1064,22,FEMALE,Hyderabad,Looking for Job,Business,social_media,2022-01-17,Not Provided,57.0,JNR1004MG,lead,2022-01-04,successful,demo_schedule,Can't afford,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1064,22,FEMALE,Hyderabad,Looking for Job,Business,social_media,2022-01-17,Not Provided,57.0,JNR1004MG,lead,2022-01-05,successful,demo_not_attended,Can't afford,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1064,22,FEMALE,Hyderabad,Looking for Job,Business,social_media,2022-01-17,Not Provided,57.0,JNR1004MG,lead,2022-01-05,successful,demo_not_attended,Can't afford,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-01,1
USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-06,Hindi,40.0,JNR1004MG,lead,2022-01-03,unsuccessful,lead_introduction,Not Provided,Not Provided,Can't afford,SNR501MG,JNR1004MG,2022-01-01,1
USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-06,Hindi,40.0,JNR1004MG,lead,2022-01-04,successful,lead_introduction,Not Provided,Not Provided,Can't afford,SNR501MG,JNR1004MG,2022-01-01,1
USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-06,Hindi,40.0,JNR1004MG,lead,2022-01-05,successful,demo_schedule,Not Provided,Not Provided,Can't afford,SNR501MG,JNR1004MG,2022-01-01,1
USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-06,Hindi,40.0,JNR1004MG,lead,2022-01-06,successful,demo_not_attended,Not Provided,Not Provided,Can't afford,SNR501MG,JNR1004MG,2022-01-01,1
USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-06,Hindi,40.0,JNR1004MG,awareness,2022-01-06,successful,post_demo_followup,Not Provided,Not Provided,Can't afford,SNR501MG,JNR1004MG,2022-01-01,1
USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-06,Hindi,40.0,JNR1004MG,consideration,2022-01-07,unsuccessful,interested_for_conversion,Not Provided,Not Provided,Can't afford,SNR501MG,JNR1004MG,2022-01-01,1
USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-06,Hindi,40.0,JNR1004MG,awareness,2022-01-06,successful,followup_for_consideration,Not Provided,Not Provided,Can't afford,SNR501MG,JNR1004MG,2022-01-01,1
USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-06,Hindi,40.0,JNR1004MG,consideration,2022-01-07,successful,interested_for_conversion,Not Provided,Not Provided,Can't afford,SNR501MG,JNR1004MG,2022-01-01,1
USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-06,Hindi,40.0,JNR1004MG,awareness,2022-01-06,successful,followup_for_consideration,Not Provided,Not Provided,Can't afford,SNR501MG,JNR1004MG,2022-01-01,1
USR1066,18,MALE,Kochi,B.Tech,IT Employee,email_marketing,2022-01-17,Not Provided,57.0,JNR1004MG,lead,2022-01-08,successful,lead_introduction,Student not interested in domain,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-08,2
USR1066,18,MALE,Kochi,B.Tech,IT Employee,email_marketing,2022-01-17,Not Provided,57.0,JNR1004MG,lead,2022-01-09,successful,demo_schedule,Student not interested in domain,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-08,2
USR1066,18,MALE,Kochi,B.Tech,IT Employee,email_marketing,2022-01-17,Not Provided,57.0,JNR1004MG,lead,2022-01-10,successful,demo_not_attended,Student not interested in domain,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-08,2
USR1066,18,MALE,Kochi,B.Tech,IT Employee,email_marketing,2022-01-17,Not Provided,57.0,JNR1004MG,lead,2022-01-10,successful,demo_not_attended,Student not interested in domain,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-08,2
USR1066,18,MALE,Kochi,B.Tech,IT Employee,email_marketing,2022-01-17,Not Provided,57.0,JNR1004MG,lead,2022-01-10,unsuccessful,demo_not_attended,Student not interested in domain,Not Provided,Not Provided,SNR501MG,JNR1004MG,2022-01-08,2
